numero_dpe,date_etablissement_dpe,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,type_installation_chauffage,hauteur_sous_plafond,surface_habitable_logement,code_postal_ban,code_departement_ban,coordonnee_cartographique_x_ban,coordonnee_cartographique_y_ban,nom_commune_ban,besoin_chauffage
2401E3855722E,2024-10-31,C,C,appartement,2007,collectif,2.5,81.4,1280,1,937073.35,6577149.66,Prévessin-Moëns,6452.6
2401E2705590I,2024-07-26,E,E,appartement,,individuel,3,76,1000,1,870553.45,6568240.24,Bourg-en-Bresse,98955.5
2401E3457705V,2024-10-03,C,C,appartement,1990,individuel,2.5,69.8,1800,1,870550.16,6536742.23,Meximieux,2844.3
2401E2970648W,2024-08-27,C,C,maison,1989,,2.4,93.2,1960,1,870521.34,6566877.32,Péronnas,9965.3
2401E2603949B,2024-07-18,G,C,maison,,,2.5,116.8,1160,1,879162,6551590.06,Varambon,30525.5
2401E3928868M,2024-11-07,C,C,appartement,2019,individuel,2.5,63.9,1170,1,936797.92,6581918.24,Ségny,1494.3
2401E2842934U,2024-08-07,C,C,appartement,2021,individuel,2.5,62.8,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E2538723J,2024-07-13,C,C,maison,2004,,2.5,74.6,1310,1,863086.57,6577952.56,Saint-Martin-le-Châtel,4725.2
2401E4148442Q,2024-11-25,C,C,appartement,2010,individuel,2.5,81.3,1170,1,936404.96,6583997.63,Cessy,4941.1
2401E2784860E,2024-08-01,C,C,appartement,,individuel,2.5,59.6,1710,1,929428.52,6575783.56,Thoiry,2273.5
2401E3981392Q,2024-11-12,C,C,appartement,1990,individuel,2.5,52.7,1210,1,938572.78,6577281.79,Ferney-Voltaire,2401.4
2401E3902892K,2024-11-05,C,C,appartement,2001,individuel,2.5,55,1170,1,932086.9,6580203.53,Crozet,3484.7
2401E3107090Q,2024-09-06,D,B,maison,,,2.5,123.7,1240,1,857126.02,6552214.92,La Chapelle-du-Châtelard,12464.7
2401E4073469B,2024-11-19,C,C,appartement,2019,individuel,2.5,46.7,1000,1,870776.43,6569928.03,Bourg-en-Bresse,1908.6
2401E4221123B,2024-11-28,C,C,appartement,2021,individuel,2.5,41.6,1170,1,936388.44,6581816.26,Ségny,16367.7
2401E2871091T,2024-08-12,C,C,appartement,1988,individuel,2.5,34.6,1280,1,937610.44,6576908.01,Prévessin-Moëns,1394.2
2401E2584541P,2024-07-17,D,D,appartement,1900,individuel,3,76.6,1000,1,871712.78,6569672.31,Bourg-en-Bresse,7331.5
2401E4178554U,2024-11-26,E,E,maison,,,3,95,1100,1,904867.76,6576862.81,Oyonnax,20828.9
2401E2463827T,2024-07-08,C,C,appartement,1959,collectif,2.5,75,1000,1,871561.98,6568413.34,Bourg-en-Bresse,205407.8
2401E3845146K,2024-10-31,E,E,appartement,1970,collectif,2.8,64.5,1630,1,933079.73,6576224.17,Saint-Genis-Pouilly,12180
2401E2361609H,2024-07-01,G,C,maison,,,2.7,60,1260,1,906123.02,6547301.55,Ruffieu,19718.5
2401E3920848A,2024-11-06,D,D,appartement,1964,collectif,2.5,57,1640,1,884336.5,6550147.72,Saint-Jean-le-Vieux,4848.9
2401E3281979D,2024-09-20,D,A,maison,1976,,2.4,178.3,1480,1,841787.12,6548245.65,Villeneuve,21521.1
2401E4229493Z,2024-11-29,A,A,maison,2018,,2.5,125.4,1800,1,867885.54,6534321.94,Pérouges,4607.7
2401E4221527P,2024-11-28,C,C,appartement,2021,individuel,2.5,66.5,1170,1,936388.44,6581816.26,Ségny,25113.2
2401E3455346C,2024-10-03,C,C,appartement,2019,collectif,2.5,43.5,1630,1,933089.59,6575822.02,Saint-Genis-Pouilly,66498.5
2401E4333216I,2024-12-06,C,C,appartement,2009,individuel,2.5,83,1630,1,933374.37,6575641.02,Saint-Genis-Pouilly,4559.7
2401E3784129P,2024-10-28,D,D,maison,,,2.5,90.6,1120,1,861771.37,6534070.88,Pizay,11745.9
2401E3225801L,2024-09-17,C,B,appartement,,individuel,2.6,58.3,1140,1,838895.1,6565165.59,Thoissey,3102.1
2401E4434223F,2024-12-13,D,D,maison,1980,,2.5,89,1480,1,835980.37,6544176.23,Jassans-Riottier,14184.2
2401E3646197N,2024-10-17,C,C,maison,1986,,2.5,94.8,1440,1,870405.01,6574971.46,Viriat,6087.7
2401E4434486I,2024-12-13,F,C,maison,,,2.7,85.5,1300,1,905602.11,6528031.77,Chazey-Bons,18926.5
2401E3083495D,2024-09-05,D,D,maison,1996,,2.5,92.1,1480,1,836553.02,6545020.97,Jassans-Riottier,10416.6
2401E4305395H,2024-12-05,G,G,maison,1973,,2.5,228.5,1220,1,939592.8,6590532.9,Divonne-les-Bains,67087.7
2401E3366285R,2024-09-26,F,C,appartement,,individuel,2.9,38,1150,1,876691.5,6525924.48,Saint-Vulbas,6533.4
2401E2873722Y,2024-08-12,C,C,appartement,2021,individuel,2.5,41.3,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E3829734Q,2024-10-30,D,D,maison,,,2.5,96.4,1380,1,849663.07,6581372.23,Bâgé-Dommartin,19005.7
2401E3767819H,2024-10-25,E,D,appartement,1965,collectif,2.5,69.3,1100,1,903913.99,6575588.48,Oyonnax,10900.4
2401E3509616K,2024-10-07,C,C,appartement,1999,collectif,2.5,71.7,1480,1,835952.72,6544357.67,Jassans-Riottier,3399
2401E3363836M,2024-09-26,C,C,appartement,,individuel,2.5,69.8,1150,1,882293.02,6536175.24,Lagnieu,2940.8
2401E4247948U,2024-12-02,C,C,maison,2003,,2.5,82.5,1090,1,836554.76,6555571.56,Montmerle-sur-Saône,7124.2
2401E3093497V,2024-09-05,C,C,appartement,1991,individuel,2.5,69.9,1000,1,868768.71,6569216.45,Saint-Denis-lès-Bourg,2793.2
2401E4412771D,2024-12-12,C,C,maison,2019,,2.5,91,1240,1,864392.57,6557504.62,Saint-Paul-de-Varax,3688.3
2401E2705021L,2024-07-26,E,E,appartement,,individuel,3,76,1000,1,870596.38,6568236.45,Bourg-en-Bresse,97390.6
2401E2416821V,2024-07-04,D,D,maison,1998,,2.5,81.4,1290,1,844868.02,6571460.95,Cruzilles-lès-Mépillat,8240.5
2401E2759593J,2024-07-31,C,C,appartement,2014,collectif,2.5,49.2,1220,1,941400.68,6588652.95,Divonne-les-Bains,1155.4
2401E4210254A,2024-11-28,C,A,appartement,2021,individuel,2.5,65.6,1170,1,936390.04,6581818.77,Ségny,46449.3
2401E4196112C,2024-11-27,C,C,appartement,2016,individuel,2.5,71,1600,1,841418.38,6541744.8,Toussieux,2381.9
2401E3593085T,2024-10-14,C,B,maison,1990,,2.4,86.7,1190,1,848541.29,6593606.78,Reyssouze,9047.2
2401E3162109T,2024-09-11,C,A,appartement,2004,individuel,2.5,48,1750,1,841817.5,6580271.89,Saint-Laurent-sur-Saône,1828.8
2401E3902020W,2024-11-05,D,D,maison,1996,,2.5,82.1,1000,1,872785.94,6568559.17,Bourg-en-Bresse,7519.3
2401E2863292U,2024-08-09,C,A,appartement,2021,individuel,2.5,69.7,1210,1,940336.51,6577953.08,Ferney-Voltaire,60327.6
2401E2822049N,2024-08-06,D,D,maison,2001,,2.5,89,1360,1,866752.43,6530234.9,Béligneux,12014.1
2401E3845168G,2024-10-31,G,F,appartement,1970,collectif,2.5,64.5,1630,1,933086.86,6576211.1,Saint-Genis-Pouilly,19644.5
2401E3592804Y,2024-10-14,C,C,maison,1986,,2.5,84,1440,1,870298.7,6574975.59,Viriat,6262.2
2401E3316939T,2024-09-24,B,B,appartement,2018,collectif,2.5,72.1,1750,1,844862.76,6579364.65,Replonges,2063.5
2401E3516931T,2024-10-08,E,B,maison,2011,,2.5,14.3,1360,1,862240.09,6531828.28,Bressolles,1676
2401E2525221B,2024-07-12,C,C,appartement,,collectif,2.4,18,1000,1,870875.46,6569373.56,Bourg-en-Bresse,288.3
2401E4589948Q,2024-12-30,C,C,appartement,2020,individuel,2.5,51.2,1800,1,869481.69,6535792.14,Pérouges,2106.3
2401E2456637F,2024-07-08,E,E,appartement,,collectif,2.5,24.7,1960,1,870584.32,6568105.35,Péronnas,720.3
2401E4442968O,2024-12-16,F,D,maison,1950,,2.7,99.9,1160,1,880477.61,6552617.93,Pont-d'Ain,24714.7
2401E4308716A,2024-12-05,C,C,appartement,1999,individuel,2.5,51.4,1120,1,858063.29,6528821.67,La Boisse,2667.7
2401E2863265T,2024-08-09,C,A,appartement,2021,individuel,2.5,55.9,1210,1,940336.51,6577953.08,Ferney-Voltaire,60327.6
2401E2884153D,2024-08-14,C,C,appartement,2021,individuel,2.5,84,1500,1,880281.84,6541745.58,Saint-Denis-en-Bugey,38113.6
2401E4170267B,2024-11-26,C,C,appartement,2019,collectif,2.5,19.7,1200,1,917303.48,6561583.65,Valserhône,286.8
2401E4209924I,2024-11-28,C,C,appartement,2021,individuel,2.5,49.3,1170,1,936390.04,6581818.77,Ségny,46619.5
2401E2432831P,2024-07-05,C,C,appartement,2017,individuel,2.5,56,1000,1,873051.38,6569347.16,Bourg-en-Bresse,42612.5
2401E3532398Q,2024-10-09,C,C,maison,,,2.5,120,1100,1,902389.71,6578060.6,Oyonnax,8901.6
2401E4177008I,2024-11-26,F,E,maison,1960,,2.5,205,1100,1,904826.33,6576406.62,Oyonnax,51178.5
2401E3419271P,2024-09-30,C,C,appartement,2018,individuel,2.5,49.9,1630,1,932422.98,6576098.67,Saint-Genis-Pouilly,16983.8
2401E3164413J,2024-09-12,C,C,appartement,2020,collectif,2.5,72.5,1630,1,933699.16,6575978.11,Saint-Genis-Pouilly,1668.6
2401E3714683P,2024-10-22,C,C,appartement,2019,collectif,2.5,62,1100,1,905027.77,6570853.78,Apremont,3570.3
2401E3230886A,2024-09-17,D,D,appartement,1900,collectif,2.8,97.6,1960,1,865563.79,6564105.17,Saint-André-sur-Vieux-Jonc,5559.2
2401E3940000Q,2024-11-07,E,E,maison,,,2.5,85.5,1240,1,858867.5,6555371.25,Saint-Germain-sur-Renon,10515.9
2401E3611084A,2024-10-15,C,A,appartement,2010,individuel,2.5,51,1000,1,871305.91,6568492.89,Bourg-en-Bresse,1711.6
2401E2365034A,2024-07-01,E,C,immeuble,1900,individuel,2.5,,1450,1,887639.29,6556098.69,Poncin,17519.1
2401E2712954O,2024-07-26,E,E,immeuble,,individuel,3,,1000,1,870476.34,6568186.42,Bourg-en-Bresse,86029.4
2401E3947560K,2024-11-08,C,C,appartement,1995,individuel,2.5,51.8,1000,1,872816.01,6568673.78,Bourg-en-Bresse,4388
2401E3418286S,2024-09-30,F,C,maison,,,2.4,52,1150,1,888628.85,6531481.84,Villebois,16569.7
2401E4025459N,2024-11-15,E,E,appartement,1970,collectif,2.5,63.5,1210,1,939013.68,6577197.97,Ferney-Voltaire,11887.3
2401E2916183B,2024-08-21,C,C,appartement,1988,individuel,2.5,74,1000,1,871894.82,6569491.92,Bourg-en-Bresse,187887.7
2401E3610830G,2024-10-15,D,B,maison,1949,,2.7,133.1,1500,1,876261.79,6542525.35,Saint-Maurice-de-Rémens,14634.4
2401E4001808W,2024-11-13,D,D,appartement,1959,individuel,2.5,93.3,1000,1,870800.75,6569372.02,Bourg-en-Bresse,11244.7
2401E3949531F,2024-11-08,C,C,appartement,1995,individuel,2.5,51.5,1000,1,872816.01,6568673.78,Bourg-en-Bresse,4097.2
2401E3123722I,2024-09-09,E,B,appartement,,individuel,2.5,21.5,1000,1,871408.02,6570020.11,Bourg-en-Bresse,2252.7
2401E3800115L,2024-10-28,C,C,appartement,1967,collectif,2.5,85,1000,1,871966.8,6570572.58,Bourg-en-Bresse,3964.7
2401E4343807R,2024-12-08,C,C,appartement,2009,individuel,2.5,67.9,1120,1,859399.42,6529679.11,Montluel,3072.6
2401E3934942C,2024-11-07,C,B,maison,1974,,2.5,73.8,1120,1,857977.73,6529285.25,La Boisse,5129
2401E4095317J,2024-11-20,C,B,maison,,,2.5,93.1,1220,1,942112,6590451.23,Divonne-les-Bains,6125.8
2401E2605236O,2024-07-18,C,C,appartement,2018,collectif,2.5,54.9,1000,1,870883.06,6569715.61,Bourg-en-Bresse,690.5
2401E3782871F,2024-10-27,C,B,appartement,,individuel,2.3,24.3,1300,1,908967.17,6521219.58,Belley,1873.5
2401E2424148Q,2024-07-04,D,D,appartement,1958,collectif,2.5,43,1120,1,859942.01,6530005.75,Montluel,29942.7
2401E4091455V,2024-11-20,E,B,maison,,,2.4,81,1000,1,873138.6,6568889.81,Bourg-en-Bresse,9095.1
2401E2821871R,2024-08-06,C,C,maison,2001,,2.5,88,1360,1,866714.31,6530294.63,Béligneux,5094.7
2401E3160684Y,2024-09-11,C,C,appartement,2020,individuel,2.5,42.8,1000,1,873173.36,6569300.41,Bourg-en-Bresse,2635
2401E2776759P,2024-08-01,A,A,maison,,,2.5,126.3,1380,1,848941.57,6583482.36,Bâgé-Dommartin,5516.3
2401E2784979T,2024-08-01,C,A,maison,2012,,2.5,86,1600,1,840121.17,6540382.09,Misérieux,5897.3
2401E2422967F,2024-07-04,E,E,appartement,1964,collectif,2.5,68,1510,1,909276.69,6534195.17,Artemare,127192
2401E3655899R,2024-10-17,G,C,maison,,,2.5,94,1550,1,923843.18,6566856.92,Farges,34457.1
2401E2688651V,2024-07-25,C,C,appartement,2018,collectif,2.5,54.9,1000,1,870883.06,6569715.61,Bourg-en-Bresse,1039.4
2401E3969543X,2024-11-11,F,C,maison,,,2.4,176.3,1550,1,924129.7,6565819.09,Collonges,36543.9
2401E3875559D,2024-11-04,D,B,appartement,,individuel,2.4,87,1700,1,856258.9,6528677.74,Beynost,8964.8
2401E3685566S,2024-10-20,C,C,appartement,2008,individuel,2.5,52.5,1710,1,929586.32,6574949.25,Thoiry,115988.1
2401E3116699F,2024-09-09,D,B,maison,,,2.5,235,1250,1,876674.31,6566518.93,Montagnat,44384.2
2401E2838840I,2024-08-07,E,E,maison,,,2.7,146.8,1090,1,836784.74,6557203.23,Guéreins,30761.3
2401E4569908W,2024-12-26,C,A,appartement,,individuel,2.3,41,1420,1,919280.81,6543827.15,Seyssel,1636.9
2401E3822277V,2024-10-29,C,C,appartement,1984,collectif,2.5,93.4,1100,1,904976.97,6577728.85,Oyonnax,5327.8
2401E3240627R,2024-09-18,C,B,appartement,2005,individuel,2.5,73.7,1220,1,941947.82,6588985.38,Divonne-les-Bains,5254.4
2401E3120770U,2024-09-09,D,D,maison,,,2.5,79.8,1000,1,871183.44,6568911.06,Bourg-en-Bresse,8933.1
2401E3786421T,2024-10-28,C,C,maison,2011,,2.7,241.4,1710,1,929462.44,6575555.02,Thoiry,14418.9
2401E2956863R,2024-08-27,C,C,appartement,,individuel,2.5,40.4,1700,1,852253.51,6527014.6,Miribel,963
2401E2657771D,2024-07-23,D,B,maison,1983,,2.5,109.5,1330,1,857151.74,6546918.84,Villars-les-Dombes,12012.5
2401E3903934M,2024-11-05,D,B,appartement,1960,individuel,2.5,48,1000,1,870084.39,6568107.03,Saint-Denis-lès-Bourg,3094.3
2401E2892883X,2024-08-16,D,B,maison,1988,,2.5,98.9,1630,1,933871.14,6575949.27,Saint-Genis-Pouilly,10520.1
2401E2604931V,2024-07-18,G,F,maison,1930,,2.8,124.8,1000,1,870436.65,6569265.16,Bourg-en-Bresse,44577.4
2401E4450365B,2024-12-16,E,E,appartement,1959,collectif,2.5,54,1100,1,904964.42,6577260.19,Oyonnax,9114.6
2401E2462117Z,2024-07-08,E,E,maison,1973,,2.4,88.2,1600,1,838687.92,6539535.1,Trévoux,21661.4
2401E4172026S,2024-11-26,C,C,appartement,2019,collectif,2.5,55.5,1200,1,917303.48,6561583.65,Valserhône,3375.6
2401E3350336G,2024-09-25,D,D,maison,2000,,2.5,84.1,1170,1,936123.11,6585116.37,Cessy,11405.2
2401E4052156I,2024-11-18,D,D,appartement,2008,collectif,2.5,48.3,1000,1,869627.1,6569654.48,Saint-Denis-lès-Bourg,3209.1
2401E3472738A,2024-10-04,D,B,maison,1949,,2.6,159.7,1350,1,915946.74,6531386.73,Culoz-Béon,32615.2
2401E2945902C,2024-08-26,D,D,maison,1999,,2.5,82.6,1200,1,917431.49,6558962.86,Valserhône,7057.4
2401E2845554O,2024-08-08,D,B,appartement,,individuel,2,31.9,1090,1,835928.93,6554819.35,Montmerle-sur-Saône,2498.6
2401E4349961J,2024-12-09,C,C,appartement,2021,individuel,2.5,25.7,1170,1,936388.44,6581816.26,Ségny,25115
2401E4074929F,2024-11-19,C,C,appartement,1989,individuel,2.5,68.6,1000,1,871427.9,6570064.55,Bourg-en-Bresse,3212.3
2401E4500538U,2024-12-19,D,D,appartement,1972,collectif,2.5,76.6,1350,1,917350.73,6538724.11,Anglefort,5923.9
2401E3520210W,2024-10-08,C,A,appartement,,individuel,2.5,56.1,1800,1,869551.29,6535878.05,Meximieux,1471.4
2401E3805632Q,2024-10-29,E,C,appartement,,individuel,2.6,43,1200,1,918380.34,6560707.05,Valserhône,5617.6
2401E2834362C,2024-08-07,D,D,maison,2001,,2.5,99.3,1200,1,916800,6560454.84,Valserhône,12419.6
2401E3750684G,2024-10-24,B,A,maison,2005,,2.5,132.8,1190,1,850321.54,6588949.75,Chevroux,13218.9
2401E2462286M,2024-07-08,C,C,appartement,1959,collectif,2.5,30,1000,1,871551.34,6568380.27,Bourg-en-Bresse,101279.3
2401E4467152S,2024-12-17,E,C,immeuble,1959,individuel,2.5,,1200,1,918208.13,6560614.65,Valserhône,114684.8
2401E2769220Q,2024-07-31,F,F,maison,,,2.5,100,1800,1,869347.22,6525948.36,Saint-Maurice-de-Gourdans,27313.1
2401E2414499N,2024-07-04,C,C,appartement,2016,collectif,2.5,88.7,1630,1,933330.33,6576721.88,Saint-Genis-Pouilly,3229.5
2401E3487964Q,2024-10-05,C,C,appartement,2024,collectif,2.5,71.7,1220,1,941137.03,6587909.49,Divonne-les-Bains,3219.9
2401E2674136O,2024-07-24,D,B,appartement,1900,individuel,2.5,43.3,1750,1,841720,6579950.26,Saint-Laurent-sur-Saône,3110.5
2401E2642931J,2024-07-22,F,C,appartement,,individuel,2.5,33,1000,1,871845.03,6569788.25,Bourg-en-Bresse,5974.9
2401E2397601P,2024-07-03,C,C,immeuble,2015,individuel,2.5,,1000,1,869957.72,6569893.78,Saint-Denis-lès-Bourg,16762.7
2401E4568482A,2024-12-26,C,C,appartement,1999,collectif,2.5,70.8,1600,1,837003.38,6539574.67,Trévoux,3691.6
2401E2625635D,2024-07-19,C,C,appartement,2012,individuel,2.5,43.1,1170,1,934979.89,6586860.41,Gex,2212.5
2401E2398692O,2024-07-03,C,C,appartement,2005,individuel,2.5,82,1000,1,871510.76,6569924.02,Bourg-en-Bresse,32940.7
2401E2399325X,2024-07-03,D,D,appartement,1980,collectif,2.5,56,1000,1,872448.34,6569288.6,Bourg-en-Bresse,4985.7
2401E2545076S,2024-07-15,D,D,maison,1850,,2.8,100,1170,1,935655.59,6586589.77,Gex,17405.1
2401E3346926C,2024-09-25,C,C,appartement,2018,collectif,2.5,41.9,1280,1,936792.99,6576687.4,Prévessin-Moëns,1716.1
2401E4568641D,2024-12-26,C,C,appartement,1999,collectif,2.5,81.1,1600,1,837003.38,6539574.67,Trévoux,4931.3
2401E3734488I,2024-10-23,D,B,maison,,,2.5,114.3,1190,1,847722.69,6594642.22,Reyssouze,8998.5
2401E3585796K,2024-10-12,C,C,appartement,2021,collectif,2.5,84.1,1120,1,859177.5,6529925.95,Montluel,2636.8
2401E2416308C,2024-07-04,E,E,maison,,,2.5,116.9,1480,1,841307.98,6545540.19,Ars-sur-Formans,22426.9
2401E3605154Y,2024-10-14,C,B,appartement,2012,individuel,2.5,43.5,1390,1,853778.01,6540763.93,Saint-Marcel,2104.6
2401E2715854C,2024-07-26,B,A,appartement,,individuel,2.2,88.7,1120,1,861213.02,6529953.41,Dagneux,5594.8
2401E3500650O,2024-10-07,D,D,appartement,1974,collectif,2.5,43,1220,1,941475.21,6589286.2,Divonne-les-Bains,4670
2401E4213072K,2024-11-28,C,B,maison,1900,,2.4,125.1,1400,1,851139.56,6559954.88,Châtillon-sur-Chalaronne,11835.1
2401E2525079P,2024-07-12,C,C,appartement,,collectif,2.4,34.1,1000,1,870875.46,6569373.56,Bourg-en-Bresse,1650.2
2401E2960363H,2024-08-27,D,D,appartement,1976,collectif,2.5,60,1410,1,921210.21,6573440.85,Chézery-Forens,3806.8
2401E2462256I,2024-07-08,C,C,appartement,1959,collectif,2.5,30,1000,1,871551.34,6568380.27,Bourg-en-Bresse,101279.3
2401E2463899N,2024-07-08,C,C,appartement,1959,collectif,2.5,66,1000,1,871561.98,6568413.34,Bourg-en-Bresse,205407.8
2401E2559189N,2024-07-15,E,B,appartement,1978,individuel,2.4,19.3,1170,1,935272.72,6585920.43,Gex,1435.1
2401E4105821J,2024-11-20,E,C,appartement,1986,individuel,2.5,73,1190,1,848698.97,6594528.46,Pont-de-Vaux,10738.7
2401E2894184Y,2024-08-16,C,C,appartement,,individuel,2.8,216,1150,1,882074.41,6536353.6,Lagnieu,13946.9
2401E3813610M,2024-10-29,G,C,appartement,,individuel,2.5,29.5,1000,1,869798.56,6569165.44,Saint-Denis-lès-Bourg,6631.2
2401E4164639P,2024-11-26,D,D,appartement,1993,individuel,2.5,68.1,1630,1,932956.51,6575932.61,Saint-Genis-Pouilly,5211.9
2401E2534035B,2024-07-12,D,D,appartement,,individuel,2.5,85,1000,1,872421.56,6568245.77,Bourg-en-Bresse,29328.7
2401E3548599T,2024-10-10,C,C,appartement,2011,individuel,2.5,84.7,1170,1,935378.48,6585458.42,Cessy,163345
2401E3161179Z,2024-09-11,B,A,maison,2019,,2.5,91.9,1190,1,847002.08,6590220.44,Ozan,3854.2
2401E2913028S,2024-08-20,C,A,appartement,1990,individuel,2.5,33.4,1210,1,939823.07,6578691.99,Ornex,1268.9
2401E2615710K,2024-07-19,D,B,appartement,1989,individuel,2.5,67.8,1510,1,905639.38,6531058.74,Virieu-le-Grand,4025.7
2401E4479346S,2024-12-17,C,C,appartement,2013,individuel,2.5,108.1,1210,1,939599.3,6577783.05,Ferney-Voltaire,3123
2401E2506032A,2024-07-11,E,B,maison,,,2.5,62.5,1000,1,872066.72,6569116.83,Bourg-en-Bresse,9046.8
2401E3589010A,2024-10-13,D,B,maison,,,2.5,107.8,1300,1,906205.77,6517599.5,Arboys en Bugey,11125.5
2401E2611677H,2024-07-18,D,D,maison,,,2.5,83.9,1470,1,890646.26,6523536.36,Briord,6072.4
2401E4029433J,2024-11-15,C,C,appartement,2021,collectif,2.5,72.6,1200,1,916244.97,6563547.5,Valserhône,2849.6
2401E2916225R,2024-08-21,C,C,appartement,1988,individuel,2.5,32,1000,1,871894.82,6569491.92,Bourg-en-Bresse,187887.7
2401E2815792W,2024-08-05,C,C,appartement,2004,individuel,2.5,53,1360,1,864913.05,6529897.83,Béligneux,28693.9
2401E2918250O,2024-08-21,C,C,appartement,2015,individuel,2.5,62.5,1310,1,863660.81,6568672.81,Montracol,2364.2
2401E4353210I,2024-12-09,C,C,appartement,1989,individuel,2.5,69.8,1700,1,855106.99,6528576.7,Beynost,5240
2401E3402099D,2024-09-30,D,D,appartement,1989,individuel,2.5,73.8,1410,1,917168.81,6570060.44,Champfromier,6971.7
2401E2928608Y,2024-08-22,C,C,appartement,2009,collectif,2.5,77.3,1210,1,939590.66,6578580.91,Ornex,4317.9
2401E2542278C,2024-07-14,C,A,maison,1985,,2.5,132.3,1330,1,847735.92,6545466.62,Ambérieux-en-Dombes,12396.6
2401E4260708O,2024-12-02,G,C,maison,,,2.6,65.6,1990,1,847560.54,6554053.76,Saint-Trivier-sur-Moignans,19565.6
2401E4325379X,2024-12-06,C,B,appartement,1992,individuel,2.5,67,1480,1,843076.05,6546271.04,Savigneux,3739.4
2401E2913161V,2024-08-20,B,A,appartement,1990,individuel,2.5,98.8,1210,1,939823.07,6578691.99,Ornex,2391.3
2401E2785354E,2024-08-01,F,C,appartement,,individuel,2.8,34.7,1110,1,901205.38,6545373.16,Plateau d'Hauteville,5789.7
2401E4325395N,2024-12-06,C,B,appartement,1992,individuel,2.5,66.6,1480,1,843076.05,6546271.04,Savigneux,4047.6
2401E3166475R,2024-09-12,C,C,maison,1985,,2.5,193.8,1280,1,937669.34,6578197.39,Prévessin-Moëns,15042.8
2401E2683238Q,2024-07-24,D,D,maison,,,2.5,208.5,1370,1,879853.36,6577991.77,Val-Revermont,29716.5
2401E4250608C,2024-12-02,C,C,appartement,1940,individuel,2.5,43,1500,1,882689.1,6547888.2,Ambronay,1248
2401E3254386W,2024-09-18,G,C,appartement,1959,collectif,2.5,54,1100,1,902761.81,6575088.82,Bellignat,12648.5
2401E4188955V,2024-11-27,D,D,appartement,1993,collectif,2.5,70.2,1100,1,902600.64,6574722.56,Bellignat,6245.5
2401E2496041T,2024-07-10,C,C,appartement,2018,collectif,2.5,54.8,1000,1,870883.06,6569715.61,Bourg-en-Bresse,999.9
2401E3221624U,2024-09-17,D,D,appartement,1975,collectif,2.5,46,1630,1,933151.76,6576277.94,Saint-Genis-Pouilly,3941.2
2401E2493634E,2024-07-10,C,C,appartement,2011,collectif,2.5,81,1000,1,870699.37,6570030.19,Bourg-en-Bresse,93958.1
2401E2460961N,2024-07-08,E,C,appartement,1992,individuel,2.5,69.5,1250,1,891153.35,6574615.49,Corveissiat,10186.1
2401E2474894K,2024-07-09,C,C,appartement,1976,collectif,2.5,71.3,1460,1,894776.64,6568219.84,Nurieux-Volognat,4024.1
2401E3455352I,2024-10-03,C,C,appartement,2019,collectif,2.5,84.4,1630,1,933089.59,6575822.02,Saint-Genis-Pouilly,66498.5
2401E4357432S,2024-12-09,G,G,maison,,,3.1,118.9,1120,1,856724.17,6526222.94,Thil,31539.8
2401E2642187T,2024-07-22,C,C,appartement,2010,individuel,2.5,75.5,1000,1,872343.21,6569048.21,Bourg-en-Bresse,3601.2
2401E4402842G,2024-12-12,C,C,appartement,2009,individuel,2.5,63.4,1120,1,861166.59,6530095.16,Dagneux,1936.7
2401E2711250A,2024-07-26,F,F,appartement,,individuel,2.5,54,1000,1,870429.47,6568190.56,Bourg-en-Bresse,118219.9
2401E3745119F,2024-10-24,C,C,immeuble,2012,individuel,2.5,,1170,1,936567.69,6581745.45,Ségny,57178.4
2401E3254662M,2024-09-18,G,F,maison,,,2.4,156.9,1260,1,906155.66,6535616.63,Valromey-sur-Séran,44418.5
2401E2793861J,2024-08-02,D,B,appartement,,individuel,2.5,55.6,1100,1,903572.89,6576985.42,Oyonnax,3206.2
2401E2873684M,2024-08-12,C,C,appartement,2021,individuel,2.5,70,1210,1,940336.51,6577953.08,Ferney-Voltaire,61599.6
2401E2444080G,2024-07-05,C,C,appartement,,individuel,2.6,158,1100,1,904768.93,6576124.56,Oyonnax,17167.8
2401E3795883R,2024-10-28,C,C,appartement,2014,collectif,2.5,42.7,1170,1,936052.19,6583846.99,Cessy,59591.5
2401E2865046G,2024-08-10,C,A,appartement,2021,individuel,2.5,40.9,1210,1,940336.51,6577953.08,Ferney-Voltaire,60327.6
2401E2426522Y,2024-07-04,C,A,maison,2018,,2.5,76.4,1580,1,895248.86,6570432.25,Izernore,5295.7
2401E4129870I,2024-11-22,D,D,appartement,,individuel,2.5,75,1700,1,855763.88,6528676.68,Beynost,9380.1
2401E3016344K,2024-08-30,C,C,appartement,1999,collectif,2.5,52.3,1150,1,881901.31,6536240.46,Lagnieu,2720.2
2401E3102714I,2024-09-06,C,C,appartement,2021,individuel,2.5,69.5,1310,1,866504.16,6568618.84,Buellas,4286.5
2401E3368151L,2024-09-26,C,C,maison,1850,,2.5,223.9,1140,1,839830.7,6565728.19,Saint-Didier-sur-Chalaronne,17493.9
